identifier	precision	rs_classification	probas
EFO:1001842	medium	02-disease-root	[6.968155129095172e-05, 0.9994275648678222, 0.0005027535808865971]
EFO:1001843	high	01-disease-subtype	[0.9986572156199822, 0.0013427047066216424, 7.967339604548989e-08]
EFO:1001844	medium	02-disease-root	[0.0013132581072341483, 0.9986849618339874, 1.7800587784916023e-06]
EFO:1001845	medium	02-disease-root	[0.0002183384602668636, 0.9997173471139964, 6.431442573674894e-05]
EFO:1001846	medium	02-disease-root	[0.0007545319215819785, 0.999245433365348, 3.4713070056716225e-08]
EFO:1001847	medium	02-disease-root	[0.0005319969986968064, 0.9993656082898016, 0.00010239471150175437]
EFO:1001848	medium	02-disease-root	[0.0012615707926190009, 0.9986970063118448, 4.1422895536252384e-05]
EFO:1001849	low	03-disease-area	[8.572075898921068e-06, 0.0017655502247685996, 0.9982258776993325]
EFO:1001850	medium	02-disease-root	[6.49498727556762e-05, 0.9999343416507981, 7.084764463568782e-07]
EFO:1001851	medium	02-disease-root	[4.6119482789149936e-05, 0.9999260884358234, 2.7792081387295738e-05]
EFO:1001853	low	03-disease-area	[1.60094898192715e-05, 0.001099087567938283, 0.9988849029422425]
EFO:1001854	high	01-disease-subtype	[0.99781032445531, 0.002189029562425183, 6.459822647561291e-07]
EFO:1001855	medium	02-disease-root	[0.0002777523218360752, 0.9997215184120859, 7.29266078268489e-07]
EFO:1001856	medium	02-disease-root	[0.0006655753703717787, 0.9993279210046205, 6.503625007773646e-06]
EFO:1001857	high	01-disease-subtype	[0.9998109717170067, 0.00018902145024510465, 6.83274823584255e-09]
EFO:1001858	medium	02-disease-root	[0.00035880957179953293, 0.9995963862075142, 4.480422068616352e-05]
EFO:1001859	medium	02-disease-root	[0.00048494314424610247, 0.999510783288965, 4.273566788980343e-06]
EFO:1001860	medium	02-disease-root	[0.00031052126439728013, 0.999561674946494, 0.00012780378910882346]
EFO:1001862	medium	02-disease-root	[1.6741966785508862e-05, 0.9999798798528295, 3.378180385075667e-06]
EFO:1001863	medium	02-disease-root	[0.0004346998633954416, 0.9995639835985272, 1.3165380774431172e-06]
EFO:1001864	high	01-disease-subtype	[0.9981372881021238, 0.0018613788038674413, 1.3330940087973054e-06]
EFO:1001865	high	01-disease-subtype	[0.9994848516390682, 0.0005121366222636891, 3.0117386681903948e-06]
EFO:1001866	high	01-disease-subtype	[0.9983537551993051, 0.0016396736706814593, 6.571130013287225e-06]
EFO:1001867	medium	02-disease-root	[0.00021067270214650553, 0.9996490577686722, 0.00014026952918151528]
EFO:1001868	medium	02-disease-root	[5.558665922082658e-06, 0.9999943322922628, 1.090418151395066e-07]
EFO:1001869	high	01-disease-subtype	[0.999211570537792, 0.0007882811432350319, 1.483189727974724e-07]
EFO:1001870	high	01-disease-subtype	[0.9996765337240232, 0.00032277959001253425, 6.866859641905431e-07]
EFO:1001871	high	01-disease-subtype	[0.9989197472716504, 0.0010765961928468314, 3.656535502585764e-06]
EFO:1001872	medium	02-disease-root	[0.0019452032489849847, 0.9980540087096429, 7.880413720167369e-07]
EFO:1001873	high	01-disease-subtype	[0.9993466543709424, 0.0006533408707034484, 4.7583541982928124e-09]
EFO:1001874	medium	02-disease-root	[0.0003963086407973963, 0.9989826944510836, 0.0006209969081191067]
EFO:1001875	low	03-disease-area	[6.230027970762374e-05, 0.0005701734708639614, 0.9993675262494285]
EFO:1001876	high	01-disease-subtype	[0.998206969745221, 0.0017923566701973262, 6.73584581798843e-07]
EFO:1001878	high	01-disease-subtype	[0.9991598791555476, 0.0007626493091861336, 7.747153526635381e-05]
EFO:1001879	high	01-disease-subtype	[0.9991822800220268, 0.000817542245315457, 1.7773265765081813e-07]
EFO:1001880	high	01-disease-subtype	[0.999839611109888, 0.00014147021327494085, 1.891867683723588e-05]
EFO:1001881	high	01-disease-subtype	[0.9989715126977335, 0.0008504569969726813, 0.00017803030529373395]
EFO:1001882	high	01-disease-subtype	[0.9990431193691626, 0.0009568308531036558, 4.97777337745004e-08]
EFO:1001883	high	01-disease-subtype	[0.9999850216647728, 1.4978279878053394e-05, 5.534901087094186e-11]
EFO:1001884	high	01-disease-subtype	[0.9988003037158535, 0.001199692371825189, 3.912321227111975e-09]
EFO:1001885	high	01-disease-subtype	[0.999988055140143, 1.1905253742728174e-05, 3.960611428335004e-08]
EFO:1001887	medium	02-disease-root	[0.004304362204887847, 0.9956105583786798, 8.507941643244143e-05]
EFO:1001888	medium	02-disease-root	[0.0002130449013189121, 0.9994166159203317, 0.0003703391783492472]
EFO:1001889	high	01-disease-subtype	[0.9996617103317749, 0.0003378350839482636, 4.5458427681001934e-07]
EFO:1001890	low	03-disease-area	[1.6337748549652506e-05, 0.0006232545958990943, 0.9993604076555513]
EFO:1001892	medium	02-disease-root	[0.0003710198889321547, 0.9996287857998922, 1.9431117551413857e-07]
EFO:1001893	medium	02-disease-root	[4.569291882140981e-06, 0.9998123408826267, 0.0001830898254911251]
EFO:1001896	high	01-disease-subtype	[0.996514575183337, 0.003485372284067711, 5.2532595398409766e-08]
EFO:1001897	high	01-disease-subtype	[0.9994388884457841, 0.0005596683601412131, 1.4431940746914594e-06]
EFO:1001899	low	03-disease-area	[6.286015781479884e-06, 0.0009030189051332612, 0.9990906950790852]
EFO:1001900	high	01-disease-subtype	[0.9979890580368613, 0.0020072393924893536, 3.702570649269261e-06]
EFO:1001901	low	03-disease-area	[2.5047367731899164e-10, 2.2986178972392973e-05, 0.999977013570554]
EFO:1001902	low	03-disease-area	[1.5912548548997082e-08, 2.7110464498941456e-06, 0.9999972730410016]
EFO:1001903	high	01-disease-subtype	[0.9986147912100253, 0.0007018936639173753, 0.0006833151260574952]
EFO:1001906	high	01-disease-subtype	[0.9986639709480675, 0.0013349563880515364, 1.072663880923882e-06]
EFO:1001907	high	01-disease-subtype	[0.9992905247950875, 0.0006902764644342745, 1.9198740478282625e-05]
EFO:1001908	low	03-disease-area	[9.849932762877924e-05, 0.0008590411196376427, 0.9990424595527336]
EFO:1001910	high	01-disease-subtype	[0.9989219109498624, 0.0010324566357486039, 4.5632414388843436e-05]
EFO:1001911	high	01-disease-subtype	[0.9995448722949155, 0.00045511346127037193, 1.4243814064649145e-08]
EFO:1001916	medium	02-disease-root	[0.0014058620834058102, 0.9985924232603457, 1.7146562485316963e-06]
EFO:1001917	medium	02-disease-root	[0.0005032049724833609, 0.9994966480663781, 1.469611384129496e-07]
EFO:1001918	medium	02-disease-root	[1.4704312825418202e-06, 0.999675989306738, 0.00032254026197965294]
EFO:1001919	medium	02-disease-root	[0.0008981963347331559, 0.9987662755903571, 0.00033552807490980837]
EFO:1001922	high	01-disease-subtype	[0.9992142650372057, 0.0007855598650765108, 1.750977178807011e-07]
EFO:1001925	high	01-disease-subtype	[0.9980371628466793, 0.00191963068217302, 4.320647114775614e-05]
EFO:1001926	high	01-disease-subtype	[0.9998354430956644, 0.00016452055276240898, 3.635157311511394e-08]
EFO:1001927	high	01-disease-subtype	[0.9998259838300921, 0.00017397217833837783, 4.3991569413349596e-08]
EFO:1001928	low	03-disease-area	[0.00014605384078128134, 0.00033914815036562604, 0.999514798008853]
EFO:1001929	high	01-disease-subtype	[0.9997803803868818, 0.0002195871159696912, 3.249714852819729e-08]
EFO:1001930	medium	02-disease-root	[0.002246642858718718, 0.9976284641573168, 0.00012489298396437364]
EFO:1001931	medium	02-disease-root	[0.0017893178608296056, 0.9980490726241281, 0.0001616095150421107]
EFO:1001932	high	01-disease-subtype	[0.9999954525571052, 4.4848566615034885e-06, 6.25862334581818e-08]
EFO:1001933	high	01-disease-subtype	[0.9999651614350232, 3.4806713445625804e-05, 3.1851531085127134e-08]
EFO:1001934	high	01-disease-subtype	[0.9999877414904876, 1.2148013057036363e-05, 1.1049645522787053e-07]
EFO:1001935	high	01-disease-subtype	[0.9999945894328544, 5.408228459845033e-06, 2.3386856613469983e-09]
EFO:1001936	high	01-disease-subtype	[0.9999632383317599, 3.624072771549276e-05, 5.209405246043452e-07]
EFO:1001937	high	01-disease-subtype	[0.9978157430679708, 0.0021801170443147143, 4.13988771446824e-06]
EFO:1001938	high	01-disease-subtype	[0.9985723153255875, 0.00023877958967906502, 0.0011889050847332838]
EFO:1001939	high	01-disease-subtype	[0.9999914677268106, 8.525770845646319e-06, 6.5023437747104645e-09]
EFO:1001940	high	01-disease-subtype	[0.9988859925967123, 0.0010674338361893992, 4.657356709815614e-05]
EFO:1001941	high	01-disease-subtype	[0.9999989076279965, 1.0894253934923472e-06, 2.946609891630808e-09]
EFO:1001942	high	01-disease-subtype	[0.9999701678158833, 2.983167094542117e-05, 5.131712775032876e-10]
EFO:1001943	high	01-disease-subtype	[0.9999834228711622, 1.6560739437907718e-05, 1.6389399966925525e-08]
EFO:1001944	high	01-disease-subtype	[0.9999861143624788, 1.3244850271344934e-05, 6.407872500903767e-07]
EFO:1001945	high	01-disease-subtype	[0.9994239514195857, 0.0005733447751245035, 2.703805289758029e-06]
EFO:1001946	high	01-disease-subtype	[0.9999730976459378, 2.6805540801754868e-05, 9.681326045779691e-08]
EFO:1001947	high	01-disease-subtype	[0.9999972937113532, 2.6537860678686593e-06, 5.250257905885567e-08]
EFO:1001948	high	01-disease-subtype	[0.9999812013342175, 1.85957275840622e-05, 2.0293819837514035e-07]
EFO:1001949	high	01-disease-subtype	[0.999962750852481, 3.6555526275123e-05, 6.936212437006916e-07]
EFO:1001950	medium	02-disease-root	[0.004744233460399129, 0.9949591828885549, 0.0002965836510461167]
EFO:1001951	low	03-disease-area	[0.0005908109811777778, 6.238787532956054e-05, 0.9993468011434926]
EFO:1001952	high	01-disease-subtype	[0.9999994099508076, 5.64152302556004e-07, 2.5896889842964937e-08]
EFO:1001953	high	01-disease-subtype	[0.9999348420981748, 6.496930247323246e-05, 1.885993517671226e-07]
EFO:1001954	high	01-disease-subtype	[0.9994055549314456, 0.0005936346017209494, 8.104668334050237e-07]
EFO:1001955	high	01-disease-subtype	[0.9999837260751762, 1.5650422174207395e-05, 6.235026497289619e-07]
EFO:1001956	high	01-disease-subtype	[0.9993814737292267, 0.0006134545518085722, 5.071718964732651e-06]
EFO:1001957	medium	02-disease-root	[0.002239856050520479, 0.9977433652035609, 1.6778745918506752e-05]
EFO:1001958	high	01-disease-subtype	[0.9999980304918635, 1.953025953310469e-06, 1.6482183080599113e-08]
EFO:1001959	high	01-disease-subtype	[0.9999964397179004, 3.5597722027064877e-06, 5.0989679984381e-10]
EFO:1001960	high	01-disease-subtype	[0.9998998768071731, 9.989428565043977e-05, 2.2890717663272281e-07]
EFO:1001961	high	01-disease-subtype	[0.9993483801393386, 0.0006515807545931199, 3.9106068141760335e-08]
EFO:1001962	high	01-disease-subtype	[0.9997540949653949, 0.00012744837288157764, 0.0001184566617236802]
EFO:1001963	high	01-disease-subtype	[0.9999159401060037, 8.399115736181999e-05, 6.873663448549596e-08]
EFO:1001964	medium	02-disease-root	[0.0012862110226302742, 0.9987093520053307, 4.436972039059455e-06]
EFO:1001965	high	01-disease-subtype	[0.9994338355287341, 0.0005069737763452323, 5.9190694920570694e-05]
EFO:1001966	high	01-disease-subtype	[0.9996558725842082, 0.0003368636654616413, 7.263750330273658e-06]
EFO:1001967	high	01-disease-subtype	[0.9985656101031906, 0.0010693305304200708, 0.0003650593663894257]
EFO:1001968	low	03-disease-area	[0.000118790612904854, 0.0002441320218989004, 0.9996370773651962]
EFO:1001969	high	01-disease-subtype	[0.9999870677935182, 1.2660222660352432e-05, 2.7198382141561823e-07]
EFO:1001970	high	01-disease-subtype	[0.9987345107507668, 0.0012647290605239672, 7.60188709230462e-07]
EFO:1001971	medium	02-disease-root	[0.0007965246065626784, 0.9990862289479008, 0.0001172464455366518]
EFO:1001972	high	01-disease-subtype	[0.9988990182423311, 0.0010499814240163333, 5.1000333652730024e-05]
EFO:1001973	high	01-disease-subtype	[0.999986388480961, 1.34811614464252e-05, 1.30357592594472e-07]
EFO:1001974	high	01-disease-subtype	[0.9999963154197379, 3.650024347408598e-06, 3.455591480389549e-08]
EFO:1001975	high	01-disease-subtype	[0.9999973624168064, 2.5571865681703894e-06, 8.039662549186858e-08]
EFO:1001976	high	01-disease-subtype	[0.999295613562119, 0.0007043067970117111, 7.96408692097409e-08]
EFO:1001977	high	01-disease-subtype	[0.9996052160815346, 0.0003947567951450666, 2.7123320276406508e-08]
EFO:1001978	high	01-disease-subtype	[0.9998870121940597, 0.00011296738780861095, 2.0418131574759123e-08]
EFO:1001979	high	01-disease-subtype	[0.9987676003471185, 0.001231809766301391, 5.898865800013703e-07]
EFO:1001980	high	01-disease-subtype	[0.9991027912922733, 0.0008961215812068876, 1.0871265196539047e-06]
EFO:1001981	high	01-disease-subtype	[0.9999968563715219, 3.143605192613917e-06, 2.3285436236569493e-11]
EFO:1001982	high	01-disease-subtype	[0.999509046304482, 0.0004909508740668146, 2.8214511415857562e-09]
EFO:1001983	high	01-disease-subtype	[0.9999905825288463, 9.417137665046222e-06, 3.3348866896229626e-10]
EFO:1001984	medium	02-disease-root	[0.002274207498664436, 0.9977257439554931, 4.854584255494339e-08]
EFO:1001985	medium	02-disease-root	[0.0012373927283279578, 0.9987575643363243, 5.0429353475128065e-06]
EFO:1001986	low	03-disease-area	[8.218906096406162e-09, 6.287247382615091e-05, 0.9999371193072678]
EFO:1001987	medium	02-disease-root	[0.0014866510847046266, 0.9985125913374698, 7.575778256116443e-07]
EFO:1001988	high	01-disease-subtype	[0.9999836793368629, 1.6316133140018258e-05, 4.529997080324894e-09]
EFO:1001989	high	01-disease-subtype	[0.9995526146338999, 0.0004473847749361694, 5.911638492804565e-10]
EFO:1001990	low	03-disease-area	[1.7280782733699824e-06, 0.001128145836292241, 0.9988701260854344]
EFO:1001991	low	03-disease-area	[0.0001783176540509379, 0.0010274909743398892, 0.9987941913716092]
EFO:1001992	medium	02-disease-root	[0.0050209396325593654, 0.9949790160257331, 4.4341707492134815e-08]
EFO:1001993	medium	02-disease-root	[0.0002951091641411535, 0.9991826511392098, 0.0005222396966491882]
EFO:1001994	high	01-disease-subtype	[0.9999820667529306, 1.6777567735681037e-05, 1.155679333857572e-06]
EFO:1001995	high	01-disease-subtype	[0.9993774763580958, 0.0006224116521343715, 1.1198976964143367e-07]
EFO:1001996	low	03-disease-area	[9.43547655680845e-05, 0.0025667461074049135, 0.997338899127027]
EFO:1001998	medium	02-disease-root	[0.0002512976167043126, 0.9985272044962106, 0.0012214978870852243]
EFO:1001999	high	01-disease-subtype	[0.9991491875562954, 0.0008508105827343447, 1.8609703941362816e-09]
EFO:1002000	high	01-disease-subtype	[0.9984472830537223, 0.0015521269936290669, 5.899526485267535e-07]
EFO:1002001	high	01-disease-subtype	[0.9999991804235067, 8.193776343186838e-07, 1.9885907168843485e-10]
EFO:1002002	high	01-disease-subtype	[0.9997202428572978, 0.00027975067956053035, 6.463141716798699e-09]
EFO:1002003	low	03-disease-area	[3.8041061261611173e-10, 9.513346313457408e-09, 0.9999999901062432]
EFO:1002004	low	03-disease-area	[0.00033504191791443517, 0.0017379103869288727, 0.9979270476951566]
EFO:1002005	high	01-disease-subtype	[0.9994066404063392, 0.0005074037217002568, 8.595587196073117e-05]
EFO:1002006	high	01-disease-subtype	[0.9989537444904414, 0.0010451886646511144, 1.0668449073829525e-06]
EFO:1002008	high	01-disease-subtype	[0.9999988572652332, 1.0735952396473246e-06, 6.913952730696544e-08]
EFO:1002009	medium	02-disease-root	[0.00036359794071794425, 0.9996357722446051, 6.298146767703161e-07]
EFO:1002010	high	01-disease-subtype	[0.9995718094733147, 0.0004279792428588075, 2.112838265229149e-07]
EFO:1002011	high	01-disease-subtype	[0.9995805580275912, 0.00041684575981261945, 2.5962125963065753e-06]
EFO:1002012	medium	02-disease-root	[0.0005728053411703224, 0.999239457422435, 0.0001877372363944797]
EFO:1002013	high	01-disease-subtype	[0.9981517771421959, 0.0018451333886919845, 3.0894691121693088e-06]
EFO:1002014	medium	02-disease-root	[0.002333430016625692, 0.9976629438289436, 3.6261544305773984e-06]
EFO:1002015	medium	02-disease-root	[0.003730093834214847, 0.9962693258899418, 5.802758434283915e-07]
EFO:1002016	high	01-disease-subtype	[0.9972610105862606, 0.0027357753682273325, 3.2140455120712753e-06]
EFO:1002017	medium	02-disease-root	[0.00117809158245145, 0.9987913443573737, 3.056406017499244e-05]
EFO:1002018	low	03-disease-area	[1.995030740882992e-08, 3.9776570350168475e-05, 0.9999602034793423]
EFO:1002019	high	01-disease-subtype	[0.9989814696576049, 0.0010171590740234008, 1.3712683719209997e-06]
EFO:1002020	high	01-disease-subtype	[0.9999725336427162, 2.746444493735258e-05, 1.9123462980713647e-09]
EFO:1002021	high	01-disease-subtype	[0.9995332430531495, 0.00044578226771063343, 2.0974679139922816e-05]
EFO:1002022	high	01-disease-subtype	[0.9981923209708163, 0.0013320822061696797, 0.00047559682301403627]
EFO:1002023	medium	02-disease-root	[0.0019198337646054245, 0.998080112551049, 5.3684345505466475e-08]
EFO:1002024	high	01-disease-subtype	[0.9978933732410711, 0.002092751924434849, 1.387483449413777e-05]
EFO:1002025	high	01-disease-subtype	[0.9999880232323667, 1.1958849144673883e-05, 1.791848847649075e-08]
EFO:1002026	medium	02-disease-root	[0.0010684492938957024, 0.9989312337782333, 3.1692787092366e-07]
EFO:1002027	high	01-disease-subtype	[0.9997135230718549, 0.0002861282029782431, 3.4872516683523093e-07]
EFO:1002028	medium	02-disease-root	[0.0017962521174301343, 0.9982035979013157, 1.4998125390318397e-07]
EFO:1002029	high	01-disease-subtype	[0.9998731397741675, 0.00012685727053309465, 2.9552993706435265e-09]
EFO:1002030	high	01-disease-subtype	[0.9999136012371472, 8.62705435046964e-05, 1.2821934799263093e-07]
EFO:1002031	high	01-disease-subtype	[0.9998898247172947, 0.00011013707269662959, 3.821000856632261e-08]
EFO:1002034	high	01-disease-subtype	[0.9971714901466959, 0.002761243512520311, 6.726634078360742e-05]
EFO:1002039	low	03-disease-area	[0.0020079421994402182, 0.0015133964011618268, 0.996478661399398]
EFO:1002040	high	01-disease-subtype	[0.9956885786471789, 0.00425316875141766, 5.8252601403494e-05]
EFO:1002046	low	03-disease-area	[0.0003485029119688234, 0.0007954914162550162, 0.9988560056717761]
EFO:1002047	medium	02-disease-root	[0.0018633110757989102, 0.9981352653129206, 1.4236112806220827e-06]
